ID,City Name,Country,Date,Lat,Lng,Max Temp,Humidity,Wind Speed,Cloud
2122104,Petropavlovsk-Kamchatskiy,RU,1591216925,53.05,158.65,7.0,100,0.93,90
1571058,Phan Thiet,VN,1591216925,10.93,108.1,26.22,83,1.22,100
2208248,Kaitangata,NZ,1591216925,-46.28,169.85,7.78,88,5.36,100
5282297,Bethel,US,1591216925,41.37,-73.41,25.0,73,4.1,20
2167426,Emerald,AU,1591216673,-23.53,148.17,9.0,70,4.6,0
527321,Mezen',RU,1591216796,65.85,44.24,10.29,62,2.27,0
3800500,Santos Reyes Nopala,MX,1591216903,16.11,-97.16,29.0,79,4.6,75
2097418,Finschhafen,PG,1591216926,-6.6,147.87,26.77,74,3.47,30
3115824,Muros,ES,1591216926,42.78,-9.06,17.78,85,3.65,90
6167817,Torbay,CA,1591216927,47.67,-52.73,12.78,58,6.7,75
2092164,Lorengau,PG,1591216927,-2.02,147.27,27.61,78,1.14,97
53654,Mogadishu,SO,1591216696,2.04,45.34,26.71,82,7.55,100
1214026,Sabang,ID,1591216927,5.89,95.32,28.42,77,5.71,100
3894426,Coyhaique,CL,1591216752,-45.58,-72.07,7.0,33,3.1,60
964420,Port Elizabeth,ZA,1591216928,-33.92,25.57,15.0,93,2.1,98
3836669,San Rafael,AR,1591216928,-34.62,-68.33,6.34,86,6.03,100
161974,Bereket,TM,1591216928,39.24,55.52,32.71,19,2.06,1
509483,Pinega,RU,1591216929,64.7,43.39,10.14,62,1.52,0
995573,Hoopstad,ZA,1591216929,-27.83,25.91,12.95,36,2.82,57
1215502,Banda Aceh,ID,1591216929,5.56,95.32,26.75,79,3.98,100
3421765,Nanortalik,GL,1591216929,60.14,-45.24,9.09,88,2.04,78
3687677,Cañasgordas,CO,1591216930,6.75,-76.03,22.23,82,1.69,92
6316343,Alta Floresta,BR,1591216930,-9.88,-56.09,26.29,80,1.63,58
373303,Juba,SS,1591216771,4.85,31.58,23.46,82,1.64,100
339551,Dejen,ET,1591216930,10.17,38.13,13.3,95,1.1,85
2381972,Adrar,MR,1591216931,20.5,-10.07,32.04,30,5.95,50
5354943,Half Moon Bay,US,1591216647,37.46,-122.43,35.56,72,4.6,1
1626542,Sorong,ID,1591216931,-0.88,131.25,25.41,87,4.77,92
2065594,Mount Isa,AU,1591216931,-20.73,139.5,13.0,45,2.6,69
2017155,Saskylakh,RU,1591216931,71.92,114.08,8.83,59,3.32,100
2137873,Touho,NC,1591216932,-20.78,165.23,23.71,83,2.92,79
86049,Jalu,LY,1591216932,29.03,21.55,23.68,31,6.84,0
2287778,Jacqueville,CI,1591216932,5.21,-4.41,28.0,83,1.0,1
3374210,São Filipe,CV,1591216932,14.9,-24.5,24.07,74,5.11,16
2278158,Buchanan,LR,1591216933,5.88,-10.05,28.0,83,2.44,75
3412093,Vestmannaeyjar,IS,1591216933,63.44,-20.27,10.16,82,6.6,69
660561,Porvoo,FI,1591216934,60.39,25.67,10.0,71,2.1,40
1283240,Kathmandu,NP,1591216927,27.72,85.32,20.0,88,1.0,75
4866371,Marshalltown,US,1591216934,42.05,-92.91,28.33,61,2.1,75
5367788,Lompoc,US,1591216934,34.64,-120.46,26.67,53,7.2,1
777019,Vardø,NO,1591216935,70.37,31.11,6.0,87,3.1,75
2234359,Bertoua,CM,1591216935,4.58,13.68,20.66,95,0.35,100
304919,Malatya Province,TR,1591216935,38.5,38.0,16.0,55,3.6,15
3883457,Lebu,CL,1591216935,-37.62,-73.65,11.74,75,5.5,0
2013279,Vostok,RU,1591216935,46.49,135.88,9.96,97,1.74,100
286621,Salalah,OM,1591216936,17.02,54.09,29.0,89,2.1,40
5983720,Iqaluit,CA,1591216936,63.75,-68.51,6.0,56,7.2,75
2120591,Tilichiki,RU,1591216936,60.47,166.1,6.21,76,2.64,10
1045114,Inhambane,MZ,1591216936,-23.86,35.38,19.6,76,3.09,0
2067119,Mandurah,AU,1591216936,-32.55,115.7,11.0,93,1.44,51
3893726,Constitución,CL,1591216693,-35.33,-72.42,12.44,77,2.62,8
6067747,Matagami,CA,1591216937,49.75,-77.63,13.0,71,3.6,90
1242110,Kalmunai,LK,1591216938,7.42,81.82,26.51,74,2.69,19
3372783,Ponta Delgada,PT,1591216938,37.73,-25.67,17.0,93,7.7,75
2138555,Poum,NC,1591216938,-20.23,164.02,24.0,85,8.49,95
3395497,Maracaçumé,BR,1591216938,-2.04,-45.96,25.02,95,1.54,26
1786538,Yining,CN,1591216938,29.04,114.56,21.31,91,0.9,60
5847411,Kahului,US,1591216939,20.89,-156.47,31.0,52,9.3,40
915471,Kalabo,ZM,1591216939,-14.97,22.68,16.7,47,2.09,0
2729907,Longyearbyen,SJ,1591216939,78.22,15.64,3.0,69,2.1,39
2063036,Port Lincoln,AU,1591216939,-34.73,135.87,11.54,78,3.97,99
3698359,Chicama,PE,1591216940,-7.84,-79.15,23.24,62,4.39,9
486626,Sergiyevsk,RU,1591216940,53.94,51.16,14.94,89,6.57,100
2016307,Solnechnyy,RU,1591216940,50.72,136.63,5.6,92,3.51,100
6255012,Flinders,AU,1591216665,-34.58,150.86,12.22,60,1.79,27
934649,Cap Malheureux,MU,1591216941,-19.98,57.61,22.78,70,4.02,100
5991056,Kenora,CA,1591216941,49.82,-94.43,22.0,35,3.6,75
915285,Kalengwa,ZM,1591216941,-13.47,25.0,14.86,62,1.5,1
2128975,Nemuro,JP,1591216942,43.32,145.57,8.51,97,1.13,100
2127202,Anadyr,RU,1591216942,64.75,177.48,12.0,62,2.0,100
5546220,Saint George,US,1591216799,37.1,-113.58,37.78,11,1.5,1
1244926,Hambantota,LK,1591216942,6.12,81.12,25.63,85,5.84,71
104515,Makkah al Mukarramah,SA,1591216942,21.43,39.83,28.63,30,2.76,1
1246294,Galle,LK,1591216943,6.04,80.22,26.3,83,3.08,41
2120048,Ust-Nera,RU,1591216943,64.57,143.2,9.94,64,2.52,99
2902768,Hof,DE,1591216943,50.32,11.92,14.44,53,1.11,100
10722858,Forsytheganj,BY,1591216943,52.63,29.73,9.06,93,3.0,98
688587,Yahotyn,UA,1591216944,50.28,31.76,12.0,87,1.0,40
1106643,Quatre Cocos,MU,1591216944,-20.21,57.76,22.78,78,6.2,75
2030065,Mandalgovi,MN,1591216944,45.76,106.27,9.79,72,1.18,100
1628884,Sampit,ID,1591216945,-2.53,112.95,23.87,93,1.39,79
1015776,Bredasdorp,ZA,1591216945,-34.53,20.04,15.0,87,1.0,96
3139597,Sistranda,NO,1591216945,63.73,8.83,11.0,87,2.6,75
460568,Cesvaine,LV,1591216945,56.97,26.32,8.52,97,2.19,89
1529626,Baijiantan,CN,1591216945,45.63,85.18,25.91,34,0.87,79
2172880,Byron Bay,AU,1591216946,-28.65,153.62,13.0,62,5.7,75
3839307,Rawson,AR,1591216946,-43.3,-65.1,10.48,45,9.9,3
1835848,Seoul,KR,1591216604,37.57,126.98,20.0,94,3.1,75
1809222,Gushi,CN,1591216946,34.64,109.58,23.33,25,1.92,91
3381428,Iracoubo,GF,1591216947,5.48,-53.2,26.41,86,4.71,87
4480219,Morganton,US,1591216947,35.75,-81.68,32.78,33,3.6,1
2229798,Kousséri,CM,1591216947,12.08,15.03,33.0,52,5.1,20
1648186,Bontang,ID,1591216947,0.13,117.5,26.31,81,0.99,11
5870133,Nome,US,1591216947,64.5,-165.41,16.11,62,4.02,97
2112309,Katsuura,JP,1591216948,35.13,140.3,21.11,94,3.35,100
107304,Buraidah,SA,1591216774,26.33,43.98,35.0,20,3.6,40
2122493,Omsukchan,RU,1591216948,62.53,155.8,10.03,56,1.52,0
3416888,Grindavik,IS,1591216948,63.84,-22.43,8.0,87,4.6,75
5962442,Goderich,CA,1591216949,43.75,-81.72,19.44,75,5.05,13
1800430,Miyang,CN,1591216949,24.4,103.44,18.07,88,1.06,34
2208091,Waitara,NZ,1591216949,-38.92,174.25,15.56,92,4.92,82
2059470,Victor Harbor,AU,1591216950,-35.57,138.62,2.78,93,2.98,0
2090021,Namatanai,PG,1591216950,-3.67,152.43,27.57,75,2.29,89
3430443,Necochea,AR,1591216654,-38.55,-58.74,9.44,76,2.24,99
1849154,Ushibukamachi,JP,1591216951,32.19,130.02,20.57,93,2.93,100
2388036,Bossangoa,CF,1591216951,6.49,17.46,21.96,88,1.23,63
1214488,Meulaboh,ID,1591216951,4.14,96.13,24.27,84,2.03,100
638936,Rovaniemi,FI,1591216951,66.5,25.72,12.0,87,3.6,90
2638664,Salisbury,GB,1591216952,51.07,-1.8,14.0,87,6.2,100
2629833,Husavik,IS,1591216952,66.04,-17.34,6.0,81,3.6,80
2669047,Timrå,SE,1591216952,62.49,17.33,10.56,70,1.5,93
2618795,Klaksvík,FO,1591216953,62.23,-6.59,7.0,87,1.0,5
70979,Sayyan,YE,1591216953,15.17,44.32,16.2,76,0.62,100
557588,Idritsa,RU,1591216953,56.33,28.9,8.67,97,2.28,45
921786,Mitsamiouli,KM,1591216953,-11.38,43.28,25.99,72,3.65,58
3906765,Quime,BO,1591216954,-16.98,-67.22,13.3,50,2.91,34
2013465,Verkhoyansk,RU,1591216954,67.54,133.38,9.44,57,1.91,59
554830,Izhma,RU,1591216954,65.01,53.91,9.58,59,1.99,0
5729485,Gresham,US,1591216667,45.5,-122.43,21.11,52,2.1,1
932960,Werda,BW,1591216954,-25.27,23.28,15.31,34,2.98,60
1786657,Yinchuan,CN,1591216743,38.47,106.27,21.67,9,2.24,99
3448903,São João da Barra,BR,1591216955,-21.64,-41.05,24.0,73,3.1,0
461699,Sasovo,RU,1591216955,54.35,41.92,15.54,94,7.23,100
5110365,Broome,US,1591216956,42.25,-75.83,24.44,60,5.7,75
4500920,Brigantine,US,1591216668,39.41,-74.36,28.0,58,3.1,90
3698304,Chimbote,PE,1591216956,-9.09,-78.58,21.16,72,5.84,10
3461499,Igarapava,BR,1591216956,-20.04,-47.75,23.0,40,2.1,53
3163146,Andenes,NO,1591216957,69.31,16.12,6.0,81,5.1,11
1529660,Aksu,CN,1591216957,41.12,80.26,23.82,30,3.33,100
2175819,Biloela,AU,1591216957,-24.42,150.5,8.67,80,3.93,0
2264557,Ponta do Sol,PT,1591216957,32.67,-17.1,21.0,64,6.2,20
3372964,Lagoa,PT,1591216958,39.05,-27.98,17.02,79,10.58,0
3466980,Caravelas,BR,1591216958,-17.71,-39.25,23.74,89,2.88,21
5454627,Alamogordo,US,1591216720,32.9,-105.96,35.0,14,4.08,1
490213,Sosnovo,RU,1591216958,60.55,30.21,12.78,46,2.2,89
3423146,Ilulissat,GL,1591216959,69.22,-51.1,2.0,74,3.1,62
2630299,Hofn,IS,1591216959,64.25,-15.21,8.3,74,0.93,15
1262116,Nainpur,IN,1591216959,22.43,80.12,23.13,84,1.13,100
2012593,Zeya,RU,1591216959,53.75,127.27,8.71,77,1.8,100
1510377,Belyy Yar,RU,1591216960,53.6,91.39,6.0,100,1.0,87
1507636,Chunskiy,RU,1591216960,56.08,99.63,5.56,93,3.16,36
190544,Konza,KE,1591216960,-1.74,37.13,16.0,87,1.5,40
3868633,Vallenar,CL,1591216960,-28.57,-70.76,12.98,63,3.1,78
3531730,Campeche,MX,1591216961,19.0,-90.5,26.23,94,2.98,100
5557293,Sitka,US,1591216961,57.05,-135.33,9.0,87,1.5,75
2192362,Christchurch,NZ,1591216961,-43.53,172.63,11.11,87,5.1,97
2437798,Zinder,NE,1591216961,13.81,8.99,33.62,28,2.92,45
2132606,Samarai,PG,1591216962,-10.62,150.67,26.66,86,3.03,61
2122614,Okha,RU,1591216962,53.57,142.95,2.78,97,4.59,100
2374583,Bubaque,GW,1591216962,11.28,-15.83,26.97,76,7.88,0
1502073,Krasnosel'kup,RU,1591216963,65.7,82.47,7.94,69,5.59,28
1495586,Parabel',RU,1591216963,58.7,81.48,2.59,96,4.09,9
2126785,Belaya Gora,RU,1591216963,68.53,146.42,11.8,43,2.7,100
3865086,Bahía Blanca,AR,1591216825,-38.72,-62.27,9.9,82,2.62,100
3831208,Qaanaaq,GL,1591216964,77.48,-69.36,-1.17,95,2.48,100
212902,Kindu,CD,1591216964,-2.95,25.95,22.52,66,0.26,78
2520645,Cabra,ES,1591216964,37.47,-4.44,22.22,48,3.91,5
1621060,Amnat Charoen,TH,1591216965,15.86,104.63,26.38,77,2.97,100
161616,Balkanabat,TM,1591216965,39.51,54.37,34.14,15,5.4,0
5275191,Superior,US,1591216965,46.72,-92.1,26.67,27,2.6,1
780687,Berlevåg,NO,1591216965,70.86,29.09,7.0,75,2.1,75
2989569,Oloron-Sainte-Marie,FR,1591216966,43.19,-0.61,18.0,82,4.1,90
1497337,Kayerkan,RU,1591216966,69.35,87.76,7.0,75,8.0,45
481955,Totskoye,RU,1591216966,52.52,52.76,18.35,64,7.58,84
5374920,Morro Bay,US,1591216966,35.37,-120.85,37.22,20,2.24,0
3663475,Maraã,BR,1591216967,-1.83,-65.37,27.31,92,1.21,83
3893629,Coquimbo,CL,1591216923,-29.95,-71.34,12.0,71,4.1,75
1701054,Marawi,PH,1591216967,8.0,124.29,25.0,88,2.24,45
1831112,Kampot,KH,1591216967,10.62,104.18,27.0,88,1.5,20
1224061,Wattegama,LK,1591216968,6.8,81.48,22.99,75,2.31,84
3424607,Tasiilaq,GL,1591216968,65.61,-37.64,7.0,65,2.1,100
5880054,Barrow,US,1591216968,71.29,-156.79,2.0,80,8.2,1
933759,Ghanzi,BW,1591216968,-21.57,21.78,12.09,43,2.42,0
2263905,Ribeira Brava,PT,1591216969,32.65,-17.07,21.0,64,6.2,20
1337610,Thinadhoo,MV,1591216969,0.53,72.93,29.1,68,3.65,87
3403395,Cândido Mendes,BR,1591216969,-1.45,-45.72,24.87,94,2.1,6
3373652,Oistins,BB,1591216969,13.07,-59.53,30.0,66,8.7,40
80509,Al Bardīyah,LY,1591216970,31.76,25.09,18.89,77,3.73,0
6113406,Prince Rupert,CA,1591216970,54.32,-130.32,11.0,87,2.1,75
3430545,Morón,AR,1591216970,-34.65,-58.62,16.11,52,1.86,100
1650232,Banjar,ID,1591216970,-8.19,114.97,27.0,94,2.1,40
3347019,Mossamedes,AO,1591216971,-15.2,12.15,21.82,80,1.5,0
2171069,Colac,AU,1591216971,-38.33,143.58,6.67,94,0.78,0
2455290,Kidal,ML,1591216971,18.44,1.41,37.34,13,2.28,98
2156643,Mount Gambier,AU,1591216971,-37.83,140.77,1.0,100,2.1,1
2152659,Port Macquarie,AU,1591216972,-31.43,152.92,12.78,79,1.34,51
2276492,Harper,LR,1591216972,4.38,-7.72,26.44,87,3.18,33
515155,Opochka,RU,1591216972,56.71,28.66,8.42,97,2.19,35
928534,Kasungu,MW,1591216973,-13.03,33.48,14.18,83,1.49,20
2643044,Margate,GB,1591216973,51.38,1.39,14.44,81,3.58,98
4014501,Charcas,MX,1591216973,23.13,-101.12,26.27,29,4.35,12
2125693,Evensk,RU,1591216973,61.95,159.23,6.05,83,1.4,94
2219235,Ubari,LY,1591216973,26.59,12.78,31.99,12,5.7,0
3453060,Pontes e Lacerda,BR,1591216974,-15.23,-59.34,26.28,65,1.27,1
6050066,La Ronge,CA,1591216974,55.1,-105.28,12.0,87,6.2,90
3654410,Manta,EC,1591216974,-0.95,-80.73,27.0,69,5.1,75
1519924,Kushmurun,KZ,1591216974,52.45,64.63,12.3,71,3.8,3
2094027,Kieta,PG,1591216975,-6.22,155.63,27.08,76,0.52,69
1489853,Tazovsky,RU,1591216975,67.47,78.7,4.84,75,5.99,93
1028434,Quelimane,MZ,1591216975,-17.88,36.89,23.0,83,1.0,18
122285,Neyshabur,IR,1591216976,36.21,58.8,27.73,15,1.56,0
2527087,Tiznit Province,MA,1591216976,29.58,-9.5,20.71,56,1.49,0
3385077,Conde,BR,1591216976,-7.26,-34.91,27.0,78,4.1,3
2553604,Casablanca,MA,1591216976,33.59,-7.62,22.78,77,3.6,0
2641434,Northam,GB,1591216977,51.03,-4.22,13.89,90,4.02,99
101312,Turaif,SA,1591216977,31.67,38.66,22.0,37,4.1,0
2512186,Puerto del Rosario,ES,1591216810,28.5,-13.86,23.0,88,1.5,20
2025241,Churapcha,RU,1591216977,62.0,132.43,13.16,58,2.33,0
2079582,Alyangula,AU,1591216978,-13.85,136.42,15.0,100,6.75,5
2181625,Te Anau,NZ,1591216978,-45.42,167.72,7.31,87,3.54,100
4005370,Guadalupe y Calvo,MX,1591216978,26.1,-106.97,26.4,28,1.66,98
3524374,Libres,MX,1591216978,19.47,-97.68,21.26,51,5.48,38
293842,Kiryat Gat,IL,1591216979,31.61,34.76,21.67,67,1.57,0
3353383,Rundu,NA,1591216979,-17.93,19.77,15.0,47,0.5,0
292968,Abu Dhabi,AE,1591216530,24.47,54.37,33.0,66,2.1,0
2126710,Beringovskiy,RU,1591216980,63.05,179.32,6.09,74,1.24,100
556268,Ostrovnoy,RU,1591216980,68.05,39.51,11.66,67,6.23,5
990930,Kimberley,ZA,1591216858,-28.73,24.76,10.0,32,1.5,100
3402920,Careiro da Várzea,BR,1591216981,-3.2,-59.81,27.0,83,2.6,75
4505215,Amberley,US,1591216981,39.2,-84.43,32.22,48,6.2,20
5294810,Flagstaff,US,1591216857,35.2,-111.65,30.0,17,6.7,1
2514651,Los Llanos de Aridane,ES,1591216982,28.66,-17.92,22.0,78,1.0,40
3354077,Opuwo,NA,1591216982,-18.06,13.84,13.82,44,0.89,17
2746932,Spijkenisse,NL,1591216982,51.84,4.33,15.0,87,4.6,40
4954611,Watertown,US,1591216749,42.37,-71.18,27.0,54,5.7,75
6111867,Port Hawkesbury,CA,1591216983,45.62,-61.35,7.78,93,5.1,90
4036284,Alofi,NU,1591216983,-19.06,-169.92,25.0,73,6.7,75
72181,Marzuq,YE,1591216983,14.4,46.47,25.83,58,1.95,98
2064735,Nhulunbuy,AU,1591216983,-12.23,136.77,24.48,66,6.4,2
53157,Qandala,SO,1591216984,11.47,49.87,32.22,57,1.0,95
3359638,Walvis Bay,NA,1591216984,-22.96,14.51,17.0,63,1.5,0
3455750,Otacílio Costa,BR,1591216984,-27.48,-50.12,11.47,97,1.51,35
4722062,Redwater,US,1591216984,33.36,-94.25,31.11,55,1.5,40
216449,Gandajika,CD,1591216985,-6.75,23.95,25.27,45,1.34,78
1513491,Yangi Marg`ilon,UZ,1591216985,40.43,71.72,26.0,31,1.0,56
1489656,Teya,RU,1591216985,60.38,92.63,8.78,90,2.24,100
624079,Orsha,BY,1591216985,54.52,30.41,9.11,94,3.22,19
4499379,Wilmington,US,1591216986,34.23,-77.94,29.44,58,7.7,1
3346821,Ondjiva,AO,1591216986,-17.07,15.73,18.37,31,2.69,7
3664321,Eirunepé,BR,1591216986,-6.66,-69.87,29.91,66,0.75,75
1842966,Gijang,KR,1591216987,35.24,129.21,20.0,88,2.6,40
2098329,Daru,PG,1591216987,-9.08,143.21,25.5,86,8.38,100
110690,Faya,SA,1591216987,18.39,42.45,26.0,25,5.1,12
1812754,Dingtao,CN,1591216988,35.07,115.56,24.63,40,5.06,43
5886182,Antigonish,CA,1591216923,45.62,-62.0,8.33,93,2.68,100
57000,Hobyo,SO,1591216988,5.35,48.53,28.22,72,8.73,100
561240,Glinishchevo,RU,1591216988,53.3,34.07,9.41,92,0.55,8
927246,Mangochi,MW,1591216989,-14.48,35.26,18.75,72,2.39,14
2134814,Sola,VU,1591216989,-13.88,167.55,27.25,82,5.02,100
3395042,Mazagão,BR,1591216778,-0.12,-51.29,32.0,62,5.1,20
3837056,San Luis,AR,1591216989,-33.3,-66.34,8.58,64,4.29,100
